product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
pimprod2007124,The Ordinary,Matrixyl 10% + Hyaluronic Acid for Fine Lines and Wrinkles,Treatment & Serums,Face Serums,$10.90,1.0 oz,https://media.ulta.com/i/ulta/2551169?w=100&h=100&fmt=auto,316 Reviews,"Benefits
Targets visible signs of aging
Reduces the look of wrinkles
Improves the look of skin firmness
PH 5.00-6.00
Key Ingredients
Matrixyl
Hyaluronic Acid
Formulated Without
Fragrance
Alcohol
Gluten
Nuts
Silicone
Parabens
Sulfates
Mineral Oil
Methylchloroisothiazolinone
Methylisothiazolinone
Animal Oils
Coal Tar Dyes
Formaldehyde
Mercury
Oxybenzone","Aqua (water), Glycerin, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, PPG-26-buteth-26, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Trisodium Ethylenediamine Disuccinate, Carbomer, Polysorbate 20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.","The Ordinary recommends performing a patch test prior to incorporating a new product into your skin care routine.
Apply a few drops to face AM and PM.
Contraindications: Do not use in the same routine as pure or ethylated vitamin C, or direct acids."
pimprod2045118,Kopari Beauty,Bright As Day Sheer Mineral Sunscreen SPF 50,Suncare,Sunscreen,$38.00,1.7 oz,https://media.ulta.com/i/ulta/2623888?w=100&h=100&fmt=auto,93 Reviews,"Benefits
100% mineral SPF 50 broad spectrum UVA/UVB protection for the face
Sheer, hydrated, glowy finish
Antioxidants and actives help brighten complexion while protecting skin from free radicals
Key Ingredients
Vitamin C: helps brighten the appearance of skin
Ethically-Sourced Mica: gives skin a natural, radiant finish
Formulated Without
PEGs, Silicones, Phthalates, Sulfates, & Artificial Colorants","Active: Zinc Oxide 10.087%. Inactive: Water (Aqua), Isoamyl Laurate, Propanediol, Butyloctyl Salicylate, C13-15 Alkane, Niacinamide, Mica, Sodium Polyacryloyldimethyl Taurate, Lauryl Glucoside, Polyhydroxystearic Acid, Polyglyceryl-6 Laurate, Silica, Ethyl Ferulate, Hydrogenated Lecithin, Titanium Dioxide (CI 77891), Polyglyceryl-6 Polyricinoleate, Tocopheryl Acetate, Hydroxyacetophenone, Phenyl Trimethicone, Myristyl Glucoside, Iron Oxides (CI 77492), Pongamol, Caprylyl Glycol, Eugenia Caryophyllus (Clove) Bud Extract, Solidago Virgaurea (Goldenrod) Extract, Aminopropyl Ascorbyl Phosphate, Mannitol, 1,2-Hexanediol, Disteardimonium Hectorite, Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Isopropyl Titanium Triisostearate, Haematococcus Pluvialis Extract, Ergothioneine, Astaxanthin.","Shake bottle well before applying to face 15 minutes prior to sun exposure. Reapply every 2 hours for optimal protection.
For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.
Precautions: For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away."
pimprod2029935,Supergoop!,Glow Stick Sunscreen SPF 50 PA++++,Suncare,Sunscreen,$32.00,0.7 oz,https://media.ulta.com/i/ulta/2589383?w=100&h=100&fmt=auto,650 Reviews,"Benefits
Broad spectrum sunscreen that protects against UVA, UVB and IRA rays
Mess-free, travel-friendly stick
Glides on effortlessly and completely clear
Leaves a dewy finish without an oily residue
Formulated with clean, superpowered ingredients
Perfect as a glowy highlighter for the face, chest, and shoulders
Pop it into your handbag, beach bag or tote bag
For all skin types
Key Ingredients
Buriti Oil: Considered the richest natural source of beta carotene, an excellent antioxidant
Pracaxi Oil: Moisturizes with fatty acids, specifically oleic, linoleic and behenic
Tamanu Oil: Helps reduce the visible effects of free radicals
Active Ingredients: Avobenzone 3.0%, Octisalate 5.0%, Octocrylene 10.0%
Formulated Without
At Supergoop!, they thoughtfully choose ingredients based on global regulations and the latest scientific research. Their ""No List"" includes 1600+ ingredients that they never add in their products, including oxybenzone, octinoxate, parabens, phthalates, sulfates and synthetic fragrances.","Active: Avobenzone 3.0%, Octisalate 5.0%, Octocrylene 10.0%.
Inactive: C12-15 Alkyl Benzoate, Calendula Officinalis Extract, Calophyllum Inophyllum Seed Oil, Caprylic/Capric Triglyceride, Dibutyl Ethylhexanol Glutamide, Dibutyl Lauroyl Glutamide, Dicaprylyl Carbonate, Diethylhexyl Syringylidenemalonate, Helianthus Annuus (Sunflower) Seed Oil, Isododecane, Isohexadecane, Limnanthes Alba (Meadowfoam) Seed Oil, Mauritia Flexuosa Fruit Oil, Octyldodecanol, Pentaclethra Macroloba Oil, Polyester-8, Tocophero","Use after moisturizer to lock in hydration or throughout the day on cheeks, bridge of the nose, chest and shoulders to keep your glow (and SPF!) on.
Apply generously and evenly 15 minutes before sun exposure. Reapply at least every 2 hours. Use a water-resistant sunscreen if swimming or sweating.
Precautions: For external use only. Do not use on damaged or broken skin. Stop use and ask a doctor if rash occurs. When using this product keep out of eyes. Rinse with water to remove. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away."
pimprod2041220,The Ordinary,The Acne Set with Salicylic Acid,By Category,Skin Gifts,$15.80,3.7 oz,https://media.ulta.com/i/ulta/2615435?w=100&h=100&fmt=auto,75 Reviews,"Features
Glucoside Foaming Cleanser: a gel-like foaming cleanser that effectively helps remove dirt and environmental impurities.
Salicylic Acid 2% Solution: a water-based serum offering surface level exfoliation which encourages the natural shedding of dead skin and helps clear up pores.
Natural Moisturizing Factors + Beta Glucan: a lightweight gel moisturizer designed to provide all day hydration after just one application.
Includes
Glucoside Foaming Cleanser (1.7 oz)
Salicylic Acid 2% Solution (1.0 oz)
Natural Moisturizing Factors + Beta Glucan (1.0 oz)","Glucoside Foaming Cleanser: Aqua (water), Decyl Glucoside, Coco Glucoside, Xanthan Gum, Tocopherol, Phytic Acid, Benzyl Alcohol, Ethylhexylglycerin.
salicylic Acid 2% Solution: Aqua (water),saccharide Isomerate, Cocamidopropyl Dimethylamine, Salicylic Acid,hydroxy Ethyl Cellulose, Polysorbate20, Citric Acid, Sodium Citrate, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.
natural Moisturizing Factors + Ha: Aqua (water), Caprylic/capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium Pca, Pca, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.","Cleanse face with Glucoside Foaming Cleanser, apply a few drops of Salicylic Acid 2% Solution on dry face and allow to absorb. Follow with Natural Moisturizing Factors + BetaGlucan. Use in the morning and evening."
pimprod2049122,Supergoop!,Mini Glowscreen SPF 40 Sunscreen with Hyaluronic Acid + Niacinamide,Suncare,Sunscreen,$22.00,Sunrise,https://media.ulta.com/i/ulta/2634421?w=100&h=100&fmt=auto,"3,172 Reviews","Benefits
Lightweight and melts into your skin
Formulated with a micro pearl blend for brilliant, diffused radiance
A glowy primer that creates a smooth, flawless base under makeup
Hydrating and dewy with hyaluronic acid and niacinamide
Available in 4 flexible, inclusive shades with no white cast
Key Ingredients
Hyaluronic Acid and Vitamin B5: A hydration cocktail that leaves skin feeling soft & comfortable
Niacinamide: Provides radiant, glowing skin
Sea Lavender: Provides powerful antioxidant protection & supports long-lasting hydration","Water, Propanediol, Butyloctyl Salicylate, Glycerin, C12-15 Alkyl Benzoate, Polymethylsilsesquioxane, Niacinamide, Glyceryl Stearate Citrate, Bismuth Oxychloride, Mica, Titanium Dioxide, Lauryl Lactate, Isododecane, Isodecyl Neopentanoate, Glyceryl Stearate, Diisopropyl Sebacate, Cetyl Phosphate, Caprylic/Capric Triglyceride, Coco-Caprylate, Ethylhexyl Hydroxystearate, Butylene Glycol, Arginine, Hydroxyacetophenone, Caprylyl Glycol, 1,2-Hexanediol, Iron Oxides, Sodium Hyaluronate, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium Ethylenediamine Disuccinate, Phospholipids, Limonium Gerberi Extract, Leuconostoc/ Radish Root Ferment Filtrate, Theobroma Cacao (Cocoa) Seed Extract, Pantothenic Acid, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Ferulic Acid.","Wear Glowscreen on its own or as a primer.
Complete your skincare routine
Apply Glowscreen generously and evenly across your face and neck
Allow 30 seconds for product to absorb before applying makeup
SPF Directions:
If this is the only SPF in your skincare routine, apply generously & evenly 15 minutes before sun exposure. Reapply at least every 2 hours or immediately after swimming or sweating.
Precautions: For external use only. Do not use on damaged or broken skin. Stop use and ask a doctor if rash occurs. When using this product keep out of eyes. Rinse with water to remove. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away."
pimprod2049088,TATCHA,The Water Cream Oil-Free Pore Minimizing Moisturizer,Moisturizers,Face Moisturizer,$72.00,1.69 oz,https://media.ulta.com/i/ulta/2634101?w=100&h=100&fmt=auto,491 Reviews,"Benefits
Refines clogged pores & skin texture in 1 week**
Improves skin barrier to seal in moisture
Boosts radiance & soothes with refreshing hydration
Non-comedogenic
Dermatologist tested
Includes up to 30% PCR (recycled plastic)
Formulated Without: mineral oil, synthetic fragrances, sulfate detergents, parabens, urea, DEA, TEA or phthalates
Key Ingredients
BHA-Alternative + Hadasei-3: visibly reduces pore count‡ & smooths
Multi-Weight Glycerin: triples skin hydration & improves skin barrier
Wild Rose + Heartleaf: visibly tightens pores and soothes
‡in-vivo test on ingredient with image analysis
Research Results
72-hour hydration*
97% showed improvement in clogged and enlarged pores after 1 week**
100% showed a reduction in oil after 1 week†
100% showed an improvement in skin smoothness and skin texture, immediately and after 1 week**
97% of panelists demonstrated an improvement in soothing redness after 2 weeks**
*based on a bio-instrumentation study of 27 panelists
**based on a clinical study of 36 panelists
†based on a bio-instrumentation study of 36 panelists","Aqua/Water/Eau, Saccharomyces/Rice Ferment Filtrate, Dimethicone, Propanediol, Glycerin, Diglycerin, Diphenylsiloxy Phenyl Trimethicone, Camellia Sinensis Leaf Extract, Cladosiphon Okamuranus Extract, Peg-9 Polydimethylsiloxyethyl Dimethicone, Gold, Belamcanda Chinensis Root Extract, Rosa Multiflora Fruit Extract, Houttuynia Cordata Extract, Sophora Angustifolia Root Extract, Sodium Hyaluronate, Lecithin, Pistacia Lentiscus (Mastic) Gum, Sodium Chloride, Sodium Citrate, Mica, Tin Oxide, Dimethicone/Peg-10/15 Crosspolymer, Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, Tocopherol, Butylene Glycol, Ethylhexylglycerin, Dipropylene Glycol, Parfum/Fragrance, Alcohol, Phenoxyethanol, Limonene, Linalool, Titanium Dioxide (Ci 77891).","Use the gold spoon to scoop desired amount onto face, neck, and décolletage after your favorite serum. Massage in upward strokes. Use in the evening as part of your nightly ritual or in the morning leaving skin beautifully prepped for makeup.
To Recycle: Remove gold loop from cap by turning counterclockwise. Recycle the jar, cap, and pod together. Discard spoon and loop."
pimprod2046221,ULTA Beauty Collection,Wake-Up Call Under Eye Patches,Eye Treatments,Eye Masks,$18.00,10 pair,https://media.ulta.com/i/ulta/2616690?w=100&h=100&fmt=auto,13 Reviews,"Benefits
Revives and refreshes your under eyes
Caffeine and peptide complex awaken, revive, and energize the under eyes.
Cooling soft gel patches
Fun, blue patterned print for a social media-worthy selfie
Features
Proudly cruelty free with clean ingredients
Box is made with paper certified from responsibly managed forests
Formulated without parabens, sulfates, and phthalates
Key Ingredients
Caffeine: helps awaken & energize the under eyes
Sodium hyaluronate: gives skin a healthy, smooth look
Peptide complex: helps to revives the under eyes","Water/Aqua/Eau, Glycerin, Sorbitol, Sodium Polyacrylate, Polyacrylic Acid, Cellulose Gum, Kaolin, Triethylhexanoin, Ricinus Communis (Castor) Seed Oil, Tartaric Acid, Disodium EDTA, Aluminum Glycinate, Allantoin, Caffeine, Menthol, Butylene Glycol, Tocopheryl Acetate, 1,2-Hexanediol, Ginkgo Biloba Leaf Extract, Sodium Hyaluronate, Acetyl Hexapeptide-8, Acetyl Octapeptide-3, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Tripeptide-1, Tripeptide-2, Tripeptide-3, Alumina, Titanium Dioxide (CI 77891).","After cleansing, gently remove one patch at a time from the film and place one under each eye, smoothing carefully into place. Let sit for 10-15 minutes then you're good to go. This treatment & serum is perfect for those mornings when your eyes need a refreshing pick-me-up."
pimprod2042632,NYX Professional Makeup,Fat Oil Slick Click Vegan Lip Balm,Lips,Lip Balms & Treatments,$11.00,DM Me,https://media.ulta.com/i/ulta/2617427?w=100&h=100&fmt=auto,819 Reviews,"Benefits
The Fat Oil family is growing with the ultra hydrating Slick Clicks Lip Balm!
The pigmented balm in click up packaging that dispenses just the right amount of formula, all you gotta do is click it to slick it!
Get a fat boost of fat care for your lips with this vegan formula powered with avocado, cloudberry and raspberry oils.
This lightweight, buildable balmy formula provides 12hr hydration for all day ultra-comfortable wear and care!
Available in 12 shades to click from with light as air pigments for a flush of color with a non-sticky, high-shine finish, perfect for everyday wear!","Bis-Diglyceryl Polyacyladipate-2, Polyisobutene, Tridecyl Trimellitate, Diisostearyl Malate, Pentaerythrityl Tetraisostearate, Synthetic Wax, Polyglyceryl-2 Triisostearate, Persea Gratissima Oil / Avocado Oil, Rubus Chamaemorus Seed Oil, Rubus Idaeus Seed Oil / Raspberry Seed Oil, Tin Oxide, Aroma / Flavor, Synthetic Fluorphlogopite, Tocopheryl Acetate, Phenoxyethanol, CI 15850 / Red 7 Lake, CI 77491 / Iron Oxides, CI 77492 / Iron Oxides, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide, CI 19140 / Yellow 5 Lake, Benzyl Alcohol (F.I.L. N70034292/1).",Apply slick click to bare lips for a hint of color and long-lasting hydrating. Pair with a lip liner for depth and added color!
pimprod2025100,fresh,Soy pH-Balanced Hydrating Face Wash,Cleansers,Face Wash,$39.00,5.0 oz,https://media.ulta.com/i/ulta/2593081?w=100&h=100&fmt=auto,"23,525 Reviews","Benefits
Supports skin's moisture barrier
Instantly calms visible redness & hydrates
Delivers a clear, healthy look over time
Key Ingredients
Soy Proteins: help retain hydration, improve elasticity & smooth skin.
Aloe Vera: helps to soothe & hydrate the skin.
Cucumber Extract: helps to provide a cooling effect & crisp, refreshing scent.
Research Results
+10% hydration, even after you rinse*
Proven effective on all skin types & tones, including sensitive**
Scientifically proven to maintain skin’s pH*
98% agreed it deeply cleanses pores***
*instrumental test, 11 subjects
**skin types normal, dry, oily, combination, sensitive; skin tones tested using the Fitzpatrick scale
***self-assessment, 122 subjects, 4 weeks","Aqua (water), Coco-glucoside, Butylene Glycol, Glycerin, Propanediol, Xanthan Gum, 1,2-hexanediol, Polyglyceryl-10 Laurate, Centaurea Cyanus Flower Water, Cucumis Sativus (cucumber) Fruit Extract, Helianthus Annuus (sunflower) Seed Oil, Borago Officinalis Seed Oil, Hydrolyzed Soy Protein, Rosa Damascena Extract, Rosa Damascena Flower Water, Aloe Barbadensis Leaf Juice, Panax Ginseng Root Extract, Malva Sylvestris (mallow) Flower Extract, Rosa Damascena Flower Oil, Tocopherol, Caprylic/capric Triglyceride, Caprylyl Glycol, Hydrolyzed Jojoba Esters, Silica, Citric Acid, Pentylene Glycol, Caramel, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate.","Wet the skin and massage over face and eyes to clear skin of dirt and makeup, then rinse. Use daily, morning and night. Special note: It's ophthalmologist-tested to be suitable for sensitive eyes and contact lens wearers and helps to remove stubborn eye makeup-including mascara!"
pimprod2045884,SKIN1004,Madagascar Light Cleansing Oil,Cleansers,Cleansing Balms & Oils,$25.00,6.76 oz,https://media.ulta.com/i/ulta/2626858?w=100&h=100&fmt=auto,889 Reviews,"Benefits
Powerful yet lightweight deep cleansing oil to remove heavy duty makeup, dirt, and excess oil
Leaves the skin soft and refreshed
Features
Light-weight botanical oil
Suitable for all skin type
Key Ingredients
Centella Asiatica Extract: Soothes, hydrates and replenishes skin barrier.
Jojoba Seed Oil: Moisturizes, softens, and rich in anti-oxidants.","Ethylhexyl Stearate, Cetyl Ethylhexanoate, Sorbeth-30 Tetraoleate, Centella Asiatica Extract, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Ethylhexylglycerin, Pelargonium Graveolens Flower Oil, Rosa Damascena Flower Oil, Limonene, Linalool.","Apply a few pumps of cleansing oil onto dry face with dry hands. Massage gently in circular motions. Emulsify with water to create a milky emotion before rinsing off completely with lukewarm water.
Precautions: For external use only. Stop using if irritation occurs. Keep out of reach of children. Avoid contact with eyes."
