run_timestamp_utc,query_id,query_text,rank,stage,product_id,brand,product_name,category,subcategory,price_usd,final_score,embedding_score,review_avg,reviews_used,extracted_brand_norm,used_brand_filter,price_intent_json,overall_relevant_llm,eval_query_id
2026-02-17T08:38:09.236776,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,4,stage_a,first aid beauty facial radiance niacinamide dark spot serum,First Aid Beauty,Facial Radiance Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$42.00 ,0.637662,0.655628,0.610713,20,,0,,1.0,3
2026-02-17T08:38:09.236776,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,5,stage_a,summer fridays cc me vitamin c + niacinamide serum,Summer Fridays,CC Me Vitamin C + Niacinamide Serum,Treatments,Face Serums,$68.00 ,0.631671,0.636782,0.624005,20,,0,,1.0,3
2026-02-17T08:38:09.236776,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,1,stage_b,first aid beauty dark spot serum with niacinamide,First Aid Beauty,Dark Spot Serum with Niacinamide,Value & Gift Sets,,$42.00 ,0.658939,0.711163,0.595111,50,,0,,1.0,3
2026-02-17T08:38:09.236776,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,2,stage_b,eadem milk marvel dark spot serum with niacinamide and vitamin c,EADEM,Milk Marvel Dark Spot Serum with Niacinamide and Vitamin C,Treatments,Face Serums,$68.00 ,0.646908,0.652452,0.640132,50,,0,,1.0,3
2026-02-17T08:38:09.236776,3,I struggle with hyperpigmentation and dark spots after acne. I want a serum that helps brighten my skin and improve texture that contains Niacinamide.,3,stage_b,l'oréal bright reveal 12 percent niacinamide dark spot serum,L'Oréal,Bright Reveal 12 Percent Niacinamide Dark Spot Serum,Treatment & Serums,Face Serums,$39.99 ,0.639254,0.643748,0.633761,50,,0,,1.0,3
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,1,stage_a,dr. jart+ prejuvenation firming bakuchiol serum for preventative aging,Dr. Jart+,Prejuvenation Firming Bakuchiol Serum for Preventative Aging,Treatments,Face Serums,$66.00 ,0.552588,0.539788,0.571787,20,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,2,stage_a,josie maran pink algae pro-retinol anti-aging moisturizer,Josie Maran,Pink Algae Pro-Retinol Anti-Aging Moisturizer,Moisturizers,Face Creams,$54.00 ,0.540457,0.548893,0.527803,20,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,3,stage_a,first aid beauty 0.3% retinol complex serum with peptides,First Aid Beauty,0.3% Retinol Complex Serum with Peptides,Treatments,Face Serums,$48.00 ,0.53518,0.548792,0.514763,20,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,4,stage_a,"first aid beauty firming cream with peptides, niacinamide + collagen",First Aid Beauty,"Firming Cream with Peptides, Niacinamide + Collagen",Moisturizers,Face Creams,$44.00 ,0.53239,0.540609,0.520062,20,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,5,stage_a,first aid beauty ultra repair hydra-firm night cream,First Aid Beauty,Ultra Repair Hydra-Firm Night Cream,Moisturizers,Night Creams,$44.00 ,0.528017,0.544934,0.502641,20,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,1,stage_b,dr. jart+ prejuvenation firming bakuchiol serum for preventative aging,Dr. Jart+,Prejuvenation Firming Bakuchiol Serum for Preventative Aging,Treatments,Face Serums,$66.00 ,0.54079,0.539788,0.542015,50,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,2,stage_b,josie maran pink algae pro-retinol anti-aging moisturizer,Josie Maran,Pink Algae Pro-Retinol Anti-Aging Moisturizer,Moisturizers,Face Creams,$54.00 ,0.523745,0.548893,0.49301,50,,0,,1.0,4
2026-02-17T08:40:53.212484,4,I’m in my late 20s and want to start using anti-aging products that help with fine lines but won’t irritate my skin.,3,stage_b,first aid beauty 0.3% retinol complex serum with peptides,First Aid Beauty,0.3% Retinol Complex Serum with Peptides,Treatments,Face Serums,$48.00 ,0.51748,0.548792,0.47921,50,,0,,1.0,4
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,1,stage_a,panoxyl oil control moisturizer with broad spectrum spf 30 mineral sunscreen,PanOxyl,Oil Control Moisturizer with Broad Spectrum SPF 30 Mineral Sunscreen,Moisturizers,Face Moisturizer,$11.29 ,0.58928,0.589481,0.588978,20,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,2,stage_a,shiseido urban environment oil-free sunscreen broad-spectrum spf 42,Shiseido,Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Suncare,Sunscreen,$50.00 ,0.561103,0.554099,0.57161,20,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,3,stage_a,peter thomas roth mini water drench ® hyaluronic hydrating moisturizer spf 45,Peter Thomas Roth,Mini Water Drench ® Hyaluronic Hydrating Moisturizer SPF 45,Mini Size,,$23.00 ,0.551718,0.55083,0.55305,20,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,4,stage_a,shiseido urban environment oil-free spf 42 face sunscreen w/ hyaluronic acid,Shiseido,Urban Environment Oil-Free SPF 42 Face Sunscreen w/ Hyaluronic Acid,Sunscreen,Face Sunscreen,$50.00 ,0.546317,0.535157,0.563056,20,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,5,stage_a,paula's choice resist youth-extending daily hydrating fluid spf 50,Paula's Choice,RESIST Youth-Extending Daily Hydrating Fluid SPF 50,Sunscreen,Face Sunscreen,$39.00 ,0.543795,0.534451,0.55781,20,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,1,stage_b,panoxyl oil control moisturizer with broad spectrum spf 30 mineral sunscreen,PanOxyl,Oil Control Moisturizer with Broad Spectrum SPF 30 Mineral Sunscreen,Moisturizers,Face Moisturizer,$11.29 ,0.580414,0.589481,0.569332,50,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,2,stage_b,shiseido urban environment oil-free sunscreen broad-spectrum spf 42,Shiseido,Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Suncare,Sunscreen,$50.00 ,0.555762,0.554099,0.557795,50,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:44:35.269369,5,My skin gets oily during the day but feels tight after washing. I want a sunscreen that hydrates while controlling oil under 50$.,3,stage_b,peter thomas roth mini water drench ® hyaluronic hydrating moisturizer spf 45,Peter Thomas Roth,Mini Water Drench ® Hyaluronic Hydrating Moisturizer SPF 45,Mini Size,,$23.00 ,0.54318,0.55083,0.533831,50,,0,"{""lte"": 50.0}",1.0,5
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,1,stage_a,clinique redness solutions daily relief cream with microbiome technology,CLINIQUE,Redness Solutions Daily Relief Cream with Microbiome Technology,Moisturizers,Face Creams,$65.00 ,0.683109,0.69455,0.665947,20,,0,,0.5,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,2,stage_a,dr. jart+ cicapair™ sensitive skin moisturizer for redness,Dr. Jart+,Cicapair™ Sensitive Skin Moisturizer for Redness,Moisturizers,Face Creams,$52.00 ,0.65142,0.668197,0.626253,20,,0,,1.0,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,3,stage_a,sephora collection soothing moisturizer with hyaluronic acid,SEPHORA COLLECTION,Soothing Moisturizer with Hyaluronic Acid,Moisturizers,Face Creams,$20.00 ,0.629677,0.642625,0.610255,20,,0,,1.0,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,4,stage_a,la roche-posay toleriane rosaliac anti-redness face moisturizer for sensitive skin,La Roche-Posay,Toleriane Rosaliac Anti-Redness Face Moisturizer for Sensitive Skin,Moisturizers,Face Moisturizer,$30.99 ,0.628211,0.6278,0.628829,20,,0,,0.5,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,5,stage_a,dr. jart+ cicapair sensitive skin serum for redness and barrier repair,Dr. Jart+,Cicapair Sensitive Skin Serum for Redness and Barrier Repair,Treatments,Face Serums,$54.00 ,0.621453,0.639994,0.593641,20,,0,,1.0,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,1,stage_b,clinique redness solutions daily relief cream with microbiome technology,CLINIQUE,Redness Solutions Daily Relief Cream with Microbiome Technology,Moisturizers,Face Creams,$65.00 ,0.67144,0.69455,0.643195,50,,0,,0.5,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,2,stage_b,dr. jart+ cicapair™ sensitive skin moisturizer for redness,Dr. Jart+,Cicapair™ Sensitive Skin Moisturizer for Redness,Moisturizers,Face Creams,$52.00 ,0.637993,0.668197,0.601076,50,,0,,1.0,6
2026-02-17T08:47:55.831563,6,I have rosacea-prone skin and experience frequent redness. I need a calming moisturizer with soothing ingredients like centella or allantoin.,3,stage_b,sephora collection soothing moisturizer with hyaluronic acid,SEPHORA COLLECTION,Soothing Moisturizer with Hyaluronic Acid,Moisturizers,Face Creams,$20.00 ,0.607427,0.642625,0.564407,50,,0,,1.0,6
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,1,stage_a,biodance skin refining mild pha toner with 8% pha for gentle exfoliation,Biodance,Skin Refining Mild PHA Toner with 8% PHA for Gentle Exfoliation,Cleansers,Toners,$21.00 ,0.665099,0.666167,0.663498,20,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,2,stage_a,the inkey list polyhydroxy acid (pha) gentle exfoliating toner,The INKEY List,Polyhydroxy Acid (PHA) Gentle Exfoliating Toner,Cleansers,Toners,$15.00 ,0.649276,0.658882,0.634868,20,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,3,stage_a,garnier micellar skinactive gentle peeling water with 1% pha & glycolic acid,Garnier,Micellar Skinactive Gentle Peeling Water with 1% PHA & Glycolic Acid,Cleansers,Face Wash,$11.99 ,0.620956,0.613153,0.63266,20,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,4,stage_a,dr. jart+ pore remedy™ pha exfoliating serum,Dr. Jart+,Pore Remedy™ PHA Exfoliating Serum,Treatments,Face Serums,$46.00 ,0.615478,0.653359,0.558657,20,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,5,stage_a,innisfree green tea enzyme 7% pha gentle exfoliating toner,innisfree,Green Tea Enzyme 7% PHA Gentle Exfoliating Toner,Cleansers,Toners,$24.00 ,0.608125,0.628703,0.577257,20,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,1,stage_b,the inkey list polyhydroxy acid (pha) gentle exfoliating toner,The INKEY List,Polyhydroxy Acid (PHA) Gentle Exfoliating Toner,Cleansers,Toners,$15.00 ,0.631521,0.658882,0.598079,50,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,2,stage_b,biodance skin refining mild pha toner with 8% pha for gentle exfoliation,Biodance,Skin Refining Mild PHA Toner with 8% PHA for Gentle Exfoliation,Cleansers,Toners,$21.00 ,0.629976,0.666167,0.585742,50,,0,,1.0,7
2026-02-17T08:52:24.311339,7,My skin feels rough and dull. I’m looking for a gentle exfoliating product with PHA suitable for sensitive skin.,3,stage_b,garnier micellar skinactive gentle peeling water with 1% pha & glycolic acid,Garnier,Micellar Skinactive Gentle Peeling Water with 1% PHA & Glycolic Acid,Cleansers,Face Wash,$11.99 ,0.612453,0.613153,0.611597,50,,0,,1.0,7
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,1,stage_a,first aid beauty retinol eye cream with squalane + ceramides,First Aid Beauty,Retinol Eye Cream with Squalane + Ceramides,Eye Care,Eye Creams & Treatments,$44.00 ,0.643333,0.646091,0.639197,20,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,2,stage_a,dr. jart+ ceramidin™ skin barrier moisturizing eye cream,Dr. Jart+,Ceramidin™ Skin Barrier Moisturizing Eye Cream,Eye Care,Eye Creams & Treatments,$42.00 ,0.626695,0.63266,0.617749,20,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,3,stage_a,first aid beauty hydrating eye cream with hyaluronic acid,First Aid Beauty,Hydrating Eye Cream with Hyaluronic Acid,Eye Care,Eye Creams & Treatments,$30.00 ,0.624423,0.632212,0.612739,20,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,4,stage_a,la mer the eye concentrate cream,La Mer,The Eye Concentrate Cream,Eye Care,Eye Creams & Treatments,$275.00 ,0.622624,0.640223,0.596225,20,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,5,stage_a,mario badescu hyaluronic eye cream,Mario Badescu,Hyaluronic Eye Cream,Eye Care,Eye Creams & Treatments,$20.00 ,0.615799,0.658676,0.551482,20,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,1,stage_b,first aid beauty retinol eye cream with squalane + ceramides,First Aid Beauty,Retinol Eye Cream with Squalane + Ceramides,Eye Care,Eye Creams & Treatments,$44.00 ,0.626538,0.646091,0.602639,50,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,2,stage_b,dr. jart+ ceramidin™ skin barrier moisturizing eye cream,Dr. Jart+,Ceramidin™ Skin Barrier Moisturizing Eye Cream,Eye Care,Eye Creams & Treatments,$42.00 ,0.613862,0.63266,0.590888,50,,0,,1.0,8
2026-02-17T08:54:52.537265,8,I have dry under-eyes and fine lines. Recommend a hydrating eye cream that improves elasticity.,3,stage_b,first aid beauty hydrating eye cream with hyaluronic acid,First Aid Beauty,Hydrating Eye Cream with Hyaluronic Acid,Eye Care,Eye Creams & Treatments,$30.00 ,0.604327,0.632212,0.570244,50,,0,,1.0,8
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,1,stage_a,innbeauty project pore refine pore shrinking & texture smoothing serum,iNNBEAUTY PROJECT,Pore Refine Pore Shrinking & Texture Smoothing Serum,Treatments,Face Serums,$44.00 ,0.649824,0.639914,0.664689,20,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,2,stage_a,philosophy purity made simple pore minimizing serum,Philosophy,Purity Made Simple Pore Minimizing Serum,Treatment & Serums,Face Serums,$42.00 ,0.63548,0.613012,0.669182,20,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,3,stage_a,the ordinary niacinamide 10% + zinc 1%  serum for oily skin,The Ordinary,Niacinamide 10% + Zinc 1%  Serum for Oily Skin,Treatments,Face Serums,$6.00 ,0.628762,0.620695,0.640863,20,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,4,stage_a,benefit cosmetics the porefessional shrink wrap overnight aha+pha pore treatment,Benefit Cosmetics,The POREfessional Shrink Wrap Overnight AHA+PHA Pore Treatment      ,Treatments,Face Serums,$46.00 ,0.624919,0.618271,0.634891,20,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,5,stage_a,strivectin multi-action super shrink pore minimizing serum,StriVectin,Multi-Action Super Shrink Pore Minimizing Serum,Treatment & Serums,Face Serums,$72.00 ,0.612139,0.627935,0.588445,20,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,1,stage_b,innbeauty project pore refine pore shrinking & texture smoothing serum,iNNBEAUTY PROJECT,Pore Refine Pore Shrinking & Texture Smoothing Serum,Treatments,Face Serums,$44.00 ,0.638511,0.639914,0.636797,50,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,2,stage_b,philosophy purity made simple pore minimizing serum,Philosophy,Purity Made Simple Pore Minimizing Serum,Treatment & Serums,Face Serums,$42.00 ,0.626232,0.613012,0.642391,50,,0,,1.0,9
2026-02-17T08:57:24.494355,9,My pores look enlarged and my skin gets shiny quickly. I want a serum that helps minimize pores.,3,stage_b,the ordinary niacinamide 10% + zinc 1%  serum for oily skin,The Ordinary,Niacinamide 10% + Zinc 1%  Serum for Oily Skin,Treatments,Face Serums,$6.00 ,0.6213,0.620695,0.622039,50,,0,,1.0,9
2026-02-17T08:59:44.375314,10,My skin reacts easily to fragrance. I need a fragrance-free cleanser for daily use.,1,stage_a,dieux baptism gentle foaming facial gel cleanser with glycerin,Dieux,Baptism Gentle Foaming Facial Gel Cleanser with Glycerin,Cleansers,Face Wash & Cleansers,$34.00 ,0.610305,0.590756,0.639629,20,,0,,0.5,10
2026-02-17T08:59:44.375314,10,My skin reacts easily to fragrance. I need a fragrance-free cleanser for daily use.,2,stage_a,ilia the cleanse soft foaming cleanser + make up remover,ILIA,The Cleanse Soft Foaming Cleanser + Make Up Remover,Cleansers,Face Wash & Cleansers,$32.00 ,0.580525,0.571933,0.593414,20,,0,,1.0,10
2026-02-17T08:59:44.375314,10,My skin reacts easily to fragrance. I need a fragrance-free cleanser for daily use.,3,stage_a,first aid beauty travel size pure skin face cleanser,First Aid Beauty,Travel Size Pure Skin Face Cleanser,Cleansers,Face Wash,$12.00 ,0.574827,0.565188,0.589286,20,,0,,1.0,10
2026-02-17T08:59:44.375314,10,My skin reacts easily to fragrance. I need a fragrance-free cleanser for daily use.,4,stage_a,tata harper superkind foaming softening cleanser for barrier support,Tata Harper,Superkind Foaming Softening Cleanser for Barrier Support,Cleansers,Face Wash & Cleansers,$88.00 ,0.567657,0.554515,0.587369,20,,0,,1.0,10
2026-02-17T08:59:44.375314,10,My skin reacts easily to fragrance. I need a fragrance-free cleanser for daily use.,5,stage_a,vanicream gentle facial cleanser for sensitive skin,VANICREAM,Gentle Facial Cleanser for Sensitive Skin,Cleansers,Face Wash,$12.99 ,0.566094,0.562982,0.570763,20,,0,,1.0,10
