product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
P512379,Lux Unfiltered,N°36 Supernatural Self Tanning Mousse in Blood Orange,Self Tanners,For Body,$48.00,Size: Original / 6.8 oz,https://www.sephora.com/productimages/sku/s2792430-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,256,"Item 2792430
What it is: An extra-dark, immediate, fast-drying self-tanning mousse with hyaluronic acid—for hydrated skin and an even-looking tan.

Fragrance Description: The fresh, citrusy blood-orange scent is rounded out with notes of leather, musk, and amber.

Highlighted Ingredients:
- Hyaluronic Acid: Retains moisture, visibly plumping skin.
- Sunflower Extract: Supports a strong skin barrier, softens, and smooths.
- Papaya Extract: Visibly enhances skin’s elasticity.

What Else You Need to Know: Meet the secret to an extra-deep tan that lasts for days. This hydrating mousse has several superpowers, including a fast-drying formula, the ability to replicate a European tan, and a fresh blood orange scent. The color may begin developing within two hours and will continue to develop for the next eight hours.


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less","-Hyaluronic Acid: Retains moisture, visibly plumping skin.
-Sunflower Extract: Supports a strong skin barrier, softens, and smooths.
-Papaya Extract: Visibly enhances skin’s elasticity.

Water (Aqua), Dihydroxyacetone, Decyl Glucoside, 1,2-Hexanediol, Propanediol, Bifurcaria Bifurcata Extract, Carica Papaya (Papaya) Fruit Extract, Helianthus Annuus (Sunflower) Extract, Persea Gratissima (Avocado) Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Theobroma Cacao (Cocoa) Seed Extract, Vitis Vinifera (Grape) Seed Extract, Sodium Hyaluronate, Glycerin, Allantoin, Caramel, Acetyl Tyrosine, Erythrulose, Hydroxyacetophenone, Sodium Metabisulfite, Citric Acid, Limonene, Linalool, Citral, Fragrance (Parfum), Yellow 5 (CI 19140), Red 40 (CI 16035), Red 33 (CI 17200), Blue 1 (CI 42090).

The list of ingredients is subject to change. Please consult the packaging of the product purchased.","Suggested Usage:
-Thorough exfoliation is recommended before applying.
-Create a barrier by applying a thin layer of moisturizer to your feet, ankles, knees, elbows, wrists, and hands before self-tanning.
-Dispense two to three pumps onto a mitt for each area of skin.
-Apply in long strokes, then blend in circular motions for the most even-looking results.
-When applying at night, sleep in loose clothing.
-Shower after eight hours or when your desired color develops.
-Keep skin hydrated with a body cream to help extend your tan.
-Store product in a cool, dark place and in an upright position."
P507987,GUERLAIN,Abeille Royale Honey Treatment Night Cream with Hyaluronic Acid,Moisturizers,Night Creams,$210.00,Size: 1.7 oz / 50 ml,https://www.sephora.com/productimages/sku/s2728244-main-zoom.jpg?imwidth=160,350,"Item 2728244
What it is: A night cream inspired by revitalizing honey bandages that addresses four visible signs of collagen loss linked to aging by creating a filler texture with a bandage effect.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Fine Lines and Wrinkles, Dullness, and Loss of Firmness and Elasticity

Formulation: Cream

Highlighted Ingredients:
- Blackbee Repair Technology: An exclusive technology for revitalization.
- Density-Restoring Ikaria Honey: Visibly restores density, boosting the appearance of firmness.
- Polyfragmented Hyaluronic Acid: Visibly renews skin, leaving it with a plumped-up appearance.

Ingredient Callouts: This product is cruelty-free and comes in recyclable packaging.

What Else You Need to Know: Night is the best time to nourish the skin. With the Ikaria honey concentrate, GUERLAIN’s night cream visibly addresses the collagen loss and signs of aging. After application, skin is visibly smoother and firmer and wrinkles and fine lines are visibly reduced.

Formulated with 95 percent naturally derived ingredients¹, Honey Treatment Night Cream is powered by advanced Dynamic Blackbee Repair technology, combining four youth-revitalizing honeys with an exclusive royal jelly. It is paired with polyfragmented hyaluronic acid and a pro-elasticity peptide extract to deliver the highest efficacy to the epidermis.

Fully aware of its social and environmental responsibilities, GUERLAIN integrated sustainable development into its company strategy back in 2007. GUERLAIN’s partnership with The Brittany Black Bee Conservatory guarantees sustainable sourcing of bee products.

Honey Treatment Night Cream is refillable.

¹Calculation based on the international ISO standard 16128, including water. The remaining 5 percent helps to optimize the formula's integrity over time and its sensory qualities.

Clinical Results: In a clinical evaluation assessed by an independent dermatologist, with 33 women, 1 application per day, results after 2 months included:
- Skin looks 30% more plumped
- A 30% decrease in the look of fine lines
- A 42% increase in visible brightness

Show less","AQUA (WATER) , SQUALANE , GLYCERIN , PROPANEDIOL , COCO-CAPRYLATE/CAPRATE , JOJOBA ESTERS , ALCOHOL , C15-19 ALKANE , THEOBROMA GRANDIFLORUM SEED BUTTER , ARACHIDYL ALCOHOL , C12-15 ALKYL BENZOATE , CETYL ALCOHOL , STEARYL ALCOHOL , TRIHEPTANOIN , POLYGLYCERIN-3 , ROYAL JELLY , BEHENYL ALCOHOL , C10-18 TRIGLYCERIDES , DIMETHICONE , PARFUM (FRAGRANCE) , CELLULOSE , MEL (HONEY) , HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER , ARACHIDYL GLUCOSIDE , TRIBEHENIN , ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER , CAPRYLYL GLYCOL , CHLORPHENESIN , DILINOLEIC ACID/BUTANEDIOL COPOLYMER , SODIUM STEAROYL GLUTAMATE , TOCOPHERYL ACETATE , SODIUM HYALURONATE , SODIUM CITRATE , POLYGLYCERYL-3 BEESWAX , CITRIC ACID , XANTHAN GUM , HYDROGENATED OLIVE OIL UNSAPONIFIABLES , SODIUM HYDROXIDE , CERAMIDE NG , PEG-10 PHYTOSTEROL , POLYSORBATE 60 , SORBITAN ISOSTEARATE , TOCOPHEROL , CI 77492 (IRON OXIDES) , LACTIC ACID , CASTOR OIL/IPDI COPOLYMER , SILICA , PALMITOYL HEXAPEPTIDE-12 , CI 77491 (IRON OXIDES)","Suggested Usage:
-Apply daily in the evening to the face and neck after GUERLAIN’s Advanced Youth Watery Oil (sold separately).
-Follow the GUERLAIN spa facialists’ application technique (see video)."
P467765,ILIA,Lip Wrap Overnight Mask,Lip,Lip Balms & Treatments,$26.00,,,,,,
P469506,Paula's Choice,C15 Super Booster for Brightening Dullness & Uneven Tone,Treatments,Face Serums,$55.00,Size: 0.67 oz / 20 ml,https://www.sephora.com/productimages/sku/s2737211-main-zoom.jpg?imwidth=160,548,"Item 2737211
What it is: A fast-acting formula with 15 percent vitamin C that is clinically shown to visibly brighten skin in as few as 15 minutes and visibly improve firmness, discoloration, and dullness.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Fine Lines and Wrinkles, and Loss of Firmness and Elasticity

Formulation: Liquid

Highlighted Ingredients:
- 15 Percent Vitamin C: Visibly evens tone and firms and defends against aging free-radical damage.
- Ferulic Acid: Fights discoloration and stabilizes vitamin C.
- Ergothioneine: Visibly improves uneven tone and boosts vitamin C’s efficacy.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, and cruelty-free.

What Else You Need to Know: This new and enhanced product is a faster and gentler formula with improved packaging. Ferulic acid helps fight against discoloration while ergothioneine improves efficacy and uneven tone for radiant, youthful-looking skin. It is clinically shown to boost glow and reduce the look of wrinkles in as few as 15 minutes.

Clinical Results: In an independent clinical study with 30 subjects in 12 weeks, results based on twice daily usage included:
- Clinically shown to boost glow in 15 minutes
- Clinically shown to visibly brighten and improve radiance and wrinkles

In a self-assessment from an independent clinical trial with 30 subjects, after 12 weeks:
- 100% agree it feels non-irritating on skin
Show less","-15 Percent Vitamin C: Visibly evens tone and firms and defends against aging free-radical damage.
-Ferulic Acid: Fights discoloration and stabilizes vitamin C.
-Ergothioneine: Visibly improves uneven tone and boosts vitamin C’s efficacy.

Water (Aqua/Eau), Ascorbic Acid, Glycerin, Ethoxydiglycol, PPG-26-Buteth-26, Mannitol, Tridecapeptide-1, Palmitoyl Tripeptide-5, Ergothioneine, Sodium Hyaluronate, Pentylene Glycol, PEG-40 Hydrogenated Castor Oil, Bisabolol, Sodium Gluconate, Decylene Glycol, Ferulic Acid, Oryza Sativa (Rice) Bran Extract, Tocopherol, Polyacrylate Crosspolymer-6, 1,2-Hexanediol, Panthenol, Sodium Phytate, Sodium Hydroxide, Citric Acid, Phenoxyethanol.","Suggested Usage:
-Use once or twice daily.
-Dispense two to three drops into the palm of your hand.
-Apply to your face.
-Add more drops if you will also be applying to your neck and chest.
-Can be applied under the eye area, avoiding the eye itself.
-May be used alone or added to your favorite non-SPF moisturizer or serum.
-For daytime, always finish with SPF 30+.

Recycling Instructions:
-You can recycle with TerraCycle."
P480308,ILIA,Lip Wrap Reviving Balm,Lip,Lip Balms & Treatments,$24.00,,,,,,
P417110,La Mer,The Lifting Eye Serum,Eye Care,Eye Creams & Treatments,$320.00,Size: 0.5 oz/ 15 mL,https://www.sephora.com/productimages/sku/s1932300-main-zoom.jpg?imwidth=160,18,"Item 1932300
What it is: A lightweight serum, infused with the legendary cell-renewing elixir of Miracle Broth™, that lifts the look of the eye area for a firmer appearance.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Loss of firmness and elasticity, Fine lines and wrinkles

Formulation: Serum

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, and triclosan.

What Else You Need to Know: A luxurious ‘mini lift’ from La Mer. This silky eye serum visibly uplifts and rejuvenates for a vibrant new look. By lifting and firming the look of natural eye contours, this precision treatment serum with a proprietary Stretch Matrix Complex elevates the look of the entire eye area from lid to brow. Can be worn under your favorite eye cream or gel for targeted benefits.
Show less","Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Propanediol, Glycerin, Algae (Seaweed) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Sucrose, Pyrus Malus (Apple) Fruit Extract, Citrullus Vulgaris (Watermelon) Fruit Extract, Porphyridium Cruentum Extract, Lens Esculenta (Lentil) Fruit Extract, Laminaria Digitata Extract, Saccharomyces Lysate Extract, Ascophyllum Nodosum Extract, Plankton Extract, Helichrysum Arenarium (Everlasting) Extract, Citrus Aurantifolia (Lime) Peel Extract, Tourmaline, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Asparagopsis Armata Extract, Acetyl Hexapeptide-8, Caffeine, Pullulan, Trehalose, Sodium Lactate, Sorbitol, Sodium Pca, Styrene/Vp Copolymer, Hydroxypropyl Methylcellulose, Sodium Hyaluronate, Hexylene Glycol, Butylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol Denat., Xanthan Gum, Isododecane, Fragrance (Parfum), Ethylhexylglycerin, Caprylyl Glycol, Trimethylsiloxysilicate, Disodium Edta, Phenoxyethanol, Green 5 (Ci 61570), Blue 1 (Ci 42090).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Suggested Usage:
-Use the applicator to gently massage a drop around each eye morning and evening.
-Follow with your favorite La Mer eye treatments."
P430338,Clarins,Extra-Firming & Smoothing Day Moisturizer with SPF 15,Sunscreen,Face Sunscreen,$96.00,Size: 1.7 oz/ 50 mL,https://www.sephora.com/productimages/sku/s2072221-main-zoom.jpg?imwidth=160,31,"Item 2072221
Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A day cream that provides a complete firming action thanks to kangaroo flower extracta new plant discovery known for its regenerating power to visibly lift and minimize wrinkles.

Solutions for:
- Loss of firmness and elasticity
- Fine lines and wrinkles
- Uneven skin tone

If you want to know more…
This silky moisturizer blends natural botanicals from around the world (six of which are organic) for powerful firming, lifting, and radiance-boosting results. Australian kangaroo flower extract, with strong regenerating capacity, along with organic mitracarpus visibly improve skin's elasticity and firmness. Acerola seed enhances radiance and organic desert date extract targets dark spots for an even skin tone. Organic oat sugars visibly smooth while organic leaf of life plus shea oil hydrate and comfort the skin. The formula also offers protection with Clarins’ anti-pollution complex to shield skin against environmental aggressors.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
The Extra-Firming range illustrates Clarins responsible approach to beauty. Six ingredients are of organic origin: mitracarpus, oat sugars, leaf of life, desert date, sanicle and African ebony. They continue their ongoing support of Jardins du Monde and their community projects in Madagascar and Burkina Faso.

Research results:
In a satisfaction test on 107 women, in just 2 weeks:
- 91% regenerated skin
- 89% firmer skin
- 87% tighter skin
Show less","-Kangaroo Flower Extract and Organic Mitracarpus: Visibly boost elasticity and firmness.
-Organic Oat Sugars: Visibly lift, firm, and smooth .
-Acerola Seed Extract: Enhances radiance.
-Organic Desert Date Extract: Targets dark spots to even skin tone.
-Avobenzone 3%, Homosalate 9%, and Octocrylene 6.5%: Provide sun protection.

Water, Glycerin, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Butter, Dimethicone, C12-15 Alkyl Benzoate, Cetearyl Alcohol, Methyl Methacrylate Crosspolymer, Potassium Cetyl Phosphate, Parfum/Fragrance, Cetearyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Tromethamine, Avena Sativa (Oat) Kernel Extract, Disodium Edta, Tocopheryl Acetate, Xanthan Gum, Dimethiconol, Tocopherol, Anigozanthos Flavidus Extract, Caprylic/Capric Triglyceride, Betaine, Silica, Sorbitol, Diospyros Mespiliformis Leaf Extract, Maltodextrin, Sanicula Europaea Extract, Sodium Benzoate, Kalanchoe Pinnata Leaf Extract, Balanites Roxburghii Seed Oil, Mitracarpus Scaber Extract, Citric Acid, Malpighia Emarginata (Acerola) Seed Extract, Lapsana Communis Flower/Leaf/Stem Extract, Furcellaria Lumbricalis Extract, Ci 15985/Yellow 6, Potassium Sorbate, Maris Sal/Sea Salt/Sel Marin.","Suggested Usage:
-Apply each morning after Serum using the Clarins Method for Face to boost microcirculation and encourage lymphatic drainage.
-Apply liberally 15 minutes before sun exposure.
-Warm product in palms; then gently place on cheeks, forehead, neck, and décolleté.
-Follow by pressing into skin with firm yet gentle pressure. Never tug, pull, or stretch.
-Move outward from cheeks toward ears, from center of forehead to temples, and from jaw down over décolleté.

Precautions:
-Do not use on damaged or broken skin.
-When using this product, keep out of eyes. Rinse with water to remove.
-Stop use and ask a doctor if rash occurs.
-Keep out of reach of children. If product is swallowed, get medical help or contact a poison control center right away.
-Apply to all skin exposed to the sun.
-Children under six months, ask a doctor.

Sun protection measures:
-Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with broad-spectrum SPF of 15 or higher and other sun protection measures including:
- Limit time in the sun, especially from 10 AM to 2 PM
- Wear long-sleeved shirts, pants, hats, and sunglasses
- Reapply at least every two hours
- Use a water-resistant sun screen if swimming or sweating"
P513220,Dr. Idriss,Major Fade Dark Spot Starter Kit,Value & Gift Sets,,$55.00,,,,,,
P470545,TAN-LUXE,Super Gloss Instant Bronzing Face Drops with SPF 30,Self Tanners,For Face,$49.00,Size: 1.01 oz/ 30 mL,https://www.sephora.com/productimages/sku/s2445344-main-zoom.jpg?imwidth=160,35,"Item 2445344
What it is: A lightweight, tinted bronzing serum with SPF 30 that fuses skincare, makeup, and sun protection to instantly create a healthy, hydrated, sunkissed glow.
Skin Type: Normal, Oily, Combination, Dry

Skincare Concerns: Fine lines and wrinkles, Dullness, Uneven texture

Formulation: Lightweight Serum

SPF: 30 and under

Highlighted Ingredients:
- Hyaluronic Acid: A powerful humectant renowned for its ability to hold 1,000 times its weight in water.
- Squalane: Hydrating ingredient rich in fatty acids and antioxidants.
- Avobenzone 3.0%, Homosalate 3.6%, Octisalate 5.0%, Octocrylene 8.0%: Offer photostable protection from UVA/UVB rays and shield from damaging effects of blue light pollution and photoaging.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free and cruelty-free.

What Else You Need to Know: Infused with hyaluronic acid and squalane to seal in hydration and plump the look of skin while visually softening fine lines and imperfections, these custom coverage drops are both sheer and adaptable: more drops mean more bronze. Broad-spectrum SPF 30 protects skin from UVA/UVB rays, photoaging, and blue light damage.
Show less","-Hyaluronic Acid: A powerful humectant renowned for its ability to hold 1,000 times its weight in water.
-Squalane: Hydrating ingredient rich in fatty acids and antioxidants.
-Avobenzone 3.0%, Homosalate 3.6%, Octisalate 5.0%, Octocrylene 8.0%: Offer photostable protection from UVA/UVB rays and shield from damaging effects of blue light pollution and photoaging.

C13-15 Alkane, Isododecane, Cetyl Ethylhexanoate, Isosorbide Dicaprylate, Ethyl Macadamiate, Dextrin Palmitate, Polyester-7, Mica, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polymethylsilsesquioxane, Neopentyl Glycol Diheptanoate, Squalane, Caprylic/Capric Triglyceride, Dextrin Palmitate/Hexyldecanoate,Methyl Methacrylate Crosspolymer, Hyaluronic Acid, Iron Oxides (Ci 77491), Phenoxyethanol, Bisabolol,Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Iron Oxides (Ci 77499), Titanium Dioxide (Ci 77891), Polyglyceryl-10 Laurate, Glycerin, Water (Aqua), Polyglyceryl-10 Myristate, Isochrysis Galbana Extract.","Suggested Usage:
-Shake well before use.
-Apply desired number drops to the face as a primer before makeup, massaging into skin with circular motions, avoiding eyes OR wear alone for a natural, dewy glow.
-For sun protection, use a minimum of 12 drops as the last step of your skincare regime, and reapply to maintain protection.
-Reapply regularly to maintain protection and glow. Please note that Super Gloss SPF 30 is not water-resistant. Tan Luxe recommends using a water-resistant sunscreen if swimming or sweating."
P425882,Kate Somerville,Mini ExfoliKate� Cleanser Daily Foaming Wash,Skincare,,$23.00,Size: 1.7 oz/ 50 mL,https://www.sephora.com/productimages/sku/s1902212-main-zoom.jpg?imwidth=160,169,"Item 1902212
What it is: A clinic-inspired foaming cleanser with AHAs and fruit enzymes to gently cleanse away oil, makeup, and surface impurities revealing smoother skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Pores, Dark spots, Dullness and uneven texture

Formulation: Cream

Highlighted Ingredients:
- Papaya, Pineapple, and Pumpkin Enzymes: Naturally enhance skin exfoliation without overdrying.
- Glycolic Acid and Lactic Acid: Refine the appearance of pores and help clear buildup on skin's surface.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also cruelty-free.

What Else You Need to Know: Inspired by Kate’s number one exfoliating clinic treatment, this at-home daily cleanser feels and smells like a luxe spa experience. Glycolic and lactic acids refine and clear pores while pineapple, pumpkin, and papaya enzymes cleanse without over drying. The results? Visibly poreless, perfected skin.

Clinical Results: After just 1 day:
- 94% reported it thoroughly cleanses dirt, oil, and makeup
- 94% said it leaves skin soft and refreshed
- Cleans without stripping and leaves skin hydrated

After 7 days:
- 94% reported pores feel thoroughly clean and purified
- 94% reported it thoroughly cleanses dirt, oil, and makeup
Show less","-Papaya, Pineapple, and Pumpkin Enzymes: Naturally enhance skin exfoliation without overdrying.
-Glycolic Acid and Lactic Acid: Refine the appearance of pores and help clear buildup on skin's surface.

Aqua/Water/Eau, Stearic Acid, Sodium Cocoyl Glycinate, Lauramidopropyl Betaine, Glycerin, Hydroxypropyl Starch Phosphate, CetearylPhosphate, Xylitylglucoside, Dimethicone PEG-8 Meadowfoamate, Anhydroxylitol, Xylitol, Leuconostoc/Radish Root Ferment Filtrate, Bromelain, Papain, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Lauramide DIPA, Aloe Barbadensis Leaf Juice Powder, Lactic Acid, Glycolic Acid, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Aniba Rosaeodora (Rosewood) Wood Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Glucose, Pelargonium Graveolens Flower Oil,Citral, Benzyl Benzoate, Benzyl Alcohol, Sodium Hydroxide, Limonene, Chlorphenesin, Linalool,Citronellol, Maltodextrin, Geraniol,CI 75810(Chlorophyllin-CopperComplex).","Suggested Usage:
-Use twice a day, AM and PM.
-Apply a small amount to wet face and neck and massage gently for 30 seconds.
-Rinse and gently pat dry."
P510342,Salt & Stone,Bergamot & Hinoki Hydrating Body Lotion with Niacinamide,Body Moisturizers,Body Lotions & Body Oils,$49.00,Size: 15 oz / 450 mL,https://www.sephora.com/productimages/sku/s2845147-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,37,"Item 2845147
What it is: An intensely hydrating daily body lotion infused with nourishing seaweed extracts and niacinamide to soften, protect, and restore the skin.

Skincare Concerns: Dryness, Uneven Texture, and Loss of Firmness and Elasticity 

Formulation: Cream 

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free. 

Fragrance Family: Earthy & Woody

Scent Type: Citrus & Woods

Key Notes: Bergamot, Orange Blossom, Hinoki

Highlighted Ingredients:
- Seaweed Extracts and Spirulina: Antioxidant-rich ocean botanicals that soothe irritated skin.
- Niacinamide: Supports skin barrier while visibly improving the skin’s texture.
- Plant-Derived Oils: Jojoba, shea, safflower, and marula oil restore and maintain moisture.

What Else You Need to Know: This is a fast-absorbing daily body lotion that awakens and energizes in the bestselling scent, Bergamot & Hinoki. This rich formula dries down to a silky, soft finish while restoring the drying effects of outdoor activity, wind, sun, and sea. Niacinamide, also known as vitamin B3, supports a stronger skin barrier and visibly improve the skin’s texture. Antioxidant-rich ocean botanicals nourish and soothe irritated skin while a hydrating blend of plant-derived oils restore and maintain moisture.


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,"Suggested Usage:
-Massage gently into clean, dry skin daily.
-Spread all over the body for fast-absorbing hydration.

Recycling Instructions:
-Please recycle. Aluminum is an abundant mineral that is 100% recyclable and can be recycled an infinite number of times."
P500998,Flora + Bast,Soothe + Hydrate Barrier Building Hydrosol Mist,Moisturizers,Mists & Essences,$44.00,Size: 1.7 oz / 50 mL,https://www.sephora.com/productimages/sku/s2600401-main-zoom.jpg?pb=clean-planet-aware&imwidth=160,6,"Item 2600401
What it is: A hydrating face mist that replenishes skin with Biodynamic® herbs and minerals, fortifying the acid mantle to enhance a youthful appearance.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Acne and Blemishes, and Loss of Firmness and Elasticity

Formulation: Mist

Highlighted Ingredients:
- Cannabis Hydrosol: Reduces puffiness, evens skin tone and hydrates
- Lavender Hydrosol: Soothes skin, calms irritation and hydrates
- German Chamomile Hydrosol: Protects skin from free radical damage and hydrates

Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: Flora + Bast’s hydrosol mist sets the clean standard for water-based products—grown, extracted, manufactured, and bottled at the source (a Biodynamic®, family-owned farm in Oregon) with zero waste. It is also formulated without any emulsifiers, surfactants, preservatives, or added chemicals.




Products formulated without certain ingredients, including parabens, sulfates, phthalates, and mineral oils, from brands that have met our specific criteria for ingredient sourcing and formulation, packaging, environmental commitments, and consumer transparency. Learn more here.
Show less","-Cannabis Hydrosol
-Lavender Hydrosol
-German Chamomile Hydrosol

Cannabis Hydrosol, Lavender Hydrosol, Cucumber Hydrosol, German Chamomile Hydrosol.

.The list of ingredients is subject to change. Please consult the packaging of the product purchased.","Suggested Usage:
-Designed to be used daily, after each wash.
-Apply immediately after cleansing and before any other products.
-Spray face directly with four to six pumps.
-Gently massage in.
-For best results, apply Flora + Bast’s Age Adapting CBD Serum (sold separately) immediately after applying, before the hydrosol has completely absorbed to ensure maximum moisture benefit.

Recycling Instructions:
-All packaging is curbside recyclable."
P516872,Josie Maran,Golden Hour - Body + Hair Fragrance Mist with 100% Natural Scents,Women,Body Mist & Hair Mist,$26.00,Size: 3.38 oz/100 mL,https://www.sephora.com/productimages/sku/s2869659-main-zoom.jpg?pb=clean-planet-aware&imwidth=160,279,"Item 2869659
NEW
ONLY AT SEPHORA
What it is: A multitasking fragrance mist that nourishes skin and hair with argan oil while enveloping you with a blend of amber, white musk, and santal.

Fragrance Family: Warm & Spicy

Scent Type: Warm & Sheer

Key Notes: Amber, White Musk

Fragrance Description: Golden Hour is warm, sensual, and combines airy notes of amber, white musk, and santal. Enhancing the soft notes of your natural skin, it creates a unique-to-you scent that’s seductive, yet effortlessly cool—and just strong enough to keep people wondering how you smell so good.

Highlighted Ingredients:
- Made with 100% All-Natural Fragrances: Nonsynthetic fragrance oils, derived from the real thing.
- Milky Emulsion: A skin-loving blend that helps extend fragrance wear time.
- Argan Oil and Jojoba: Rich in essential fatty acids that help boost and retain skin’s moisture.

Ingredient Callouts: It is vegan, gluten-free, and cruelty-free.

What Else You Need to Know: This long-lasting, nondrying fragrance mist is formulated with 100 percent all-natural, nonsynthetic fragrances. Argan oil and jojoba combine in a milky emulsion to lock in scent while being gentle enough for sensitive skin.

Clean at Sephora
Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less","-Made with 100% All-Natural Fragrances: Nonsynthetic fragrance oils, derived from the real thing.
-Milky Emulsion: A skin-loving blend that helps extend fragrance wear time.
-Argan Oil and Jojoba: Rich in essential fatty acids that help boost and retain skin’s moisture.

Water (Aqua), Fragrance (Parfum-natural), Alcohol Denat., Coco-Caprylate/Caprate, Argania Spinosa (Argan) Kernel Oil, Hydrolyzed Jojoba Esters, Xylityl Sesquicaprylate, Undecane, Tridecane, Dimethyl Isosorbide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxycitronellal, Vanillin, Linalyl Acetate, Citrus Aurantium Bergamia Peel Oil, Linalool, Myroxylon Pereira (Balsam Peru) Oil, Limonene, Benzyl Benzoate, Pinene, Benzyl Cinnamate, Santalol, Citral.

The list of ingredients is subject to change. Please consult the packaging of the product purchased.","Suggested Usage:
-Shake bottle well to activate, then spray.
-Avoid contact with eyes and mouth.
-Layer on top of Whipped Argan Oil Body Butter (sold separately) for the ultimate sensorial hydration boost.
-Josie’s Tip: Play each scent solo, or layer them together to create something totally unique."
