product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
P481970,DIOR,Hydra Life Fresh Sorbet Crème Moisturizer,Moisturizers,Face Creams,$90.00,Size: 1.7 oz/ 50 mL,https://www.sephora.com/productimages/sku/s2533578-main-zoom.jpg?imwidth=160,10,"Item 2533578
What it is:A hydrating, ultra-fresh face and neck cream with concentrated hyaluronic acid to visibly plump and brighten normal to combination skin.

Skin Type: Normal, Combination, and Oily

Skincare Concerns: Dryness and Dullness

Highlighted Ingredients:
- Mallow Extract: Helps hydrate.
- Mallow Yeast Extract: Contributes to the chrono-hydration of the skin.
- Hyaluronic Acid: Supports the epidermal water reservoir.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free.

What Else You Need to Know: This gel-cream face moisturizer nourishes, hydrates, and refreshes with a brightening effect for visibly fresher, radiant, and healthier-looking skin. It is made with 95 percent natural-origin ingredients and double the hyaluronic acid.

Clinical Results: In an instrumental test on 11 panelists, 24 hours after application:
- 61% reported skin was more hydrated

In an instrumental test on 11 panelists, 48 hours after application:
- 23% reported skin was more hydrated

Based on self-rating done by 33 women, after 28 days:
- 53% reported skin looks more hydrated
- 51% reported complexion is fresher
- 48% reported skin looks more radiant
Show less",,
P12336,fresh,Rose Face Mask,Masks,Face Masks,$68.00,Size: 3.3 oz/ 100 mL,https://www.sephora.com/productimages/sku/s562090-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,2.4K,"Item 562090
What it is: An instant hydrating mask with real rose petals suspended in a silky gel that gently soothes and tones with a plumping effect.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness and Dullness/Uneven Texture

Formulation: Lightweight Mask

Highlighted Ingredients:
- Pure Rosewater: Soothes and tones.
- Cucumber Extract and Aloe Vera Gel: Help soothe the skin and have an immediate cooling and calming effect.
- Porphyridium Cruentum: A ""smart"" algae, it delivers optimum moisture.

What Else You Need to Know: This face mask drenches skin with damask rose extract to help improve hydration so skin feels smooth and supple. Rosewater, cucumber extract, and aloe vera gel work to instantly cool and calm all skin types.* Plus, it smells like fresh roses. *normal, dry, oily, combination

Clinical Results: In-vivo test:
- 100% reported healthy-looking, supple skin
- 93% felt their skin was moisturized, softened, smoothed, and soothed
- 93% noticed a cooling and calming sensation
- 90% said it nourished and visibly improved the appearance of their skin



Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
P476418,54 Thrones,African Beauty Butter Mini Gift Set,Value & Gift Sets,,$29.00,,,,,,
P509438,Sol de Janeiro,Cheirosa 59 Delicia Hair & Body Perfume Mist,Women,Body Mist & Hair Mist,$38.00,Size: 8.1 oz,https://www.sephora.com/productimages/sku/s2734093-main-zoom.jpg?imwidth=160,879,"Item 2734093
ONLY AT SEPHORA
Fragrance Family: Warm & Spicy

Scent Type: Warm & Sweet Gourmands

Key Notes: Sugared Violet, Vanilla Orchid, and Sandalwood

Fragrance Description: Uplifting and delicious, this enticing scent is scientifically shown to boost your mood.* Immerse your body and mind with notes of vanilla orchid, sugared violet, and sheer sandalwood.

*Based on a consumer study conducted by an independent third-party lab of 36 participants, after one day of application.

About the Fragrance: ""This fragrance captures the emotion of winding down after a perfect beach day. Evocative notes are elevated with exquisite florals, while juicy plum brings a bold, creamy touch.""—Jerome Epinette

Ingredient Callouts: This product is vegan.
Show less",,
P442012,OLEHENRIKSEN,Banana Bright Face Primer,Face,Face Primer,$40.00,Size: 1 oz/ 30 mL,https://www.sephora.com/productimages/sku/s2174860-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,1.8K,"Item 2174860
What it is: A vitamin C-infused, illuminating face primer with banana powder-inspired pigments that delivers instant radiance while improving and extending makeup wear.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dullness and Uneven Texture, Fine Lines and Wrinkles, and Pores

Highlighted Ingredients:
- Vitamin C: Helps target visible signs of aging.
- Banana Powder-inspired Pigments : Instantly illuminate.
- Vitamin E: An antioxidant that helps nourish and condition skin; also helps stabilize the vitamin C in the formula.

Ingredient Callouts: This product is vegan and cruelty-free.

What Else You Need to Know: Inspired by bestselling Banana Bright Eye Creme, this face primer creates a dewy, healthy-looking glowwhether it's applied under makeup, on top as a highlighter, or even worn alone. It also smooths skin and improves the look of fine lines and wrinkles for a perfected canvas for your Ole Glow®.

Clinical Results: In an independent consumer study on 35 women, immediately after application:
- 97% of users agree it instantly brightens dull skin
- 94% of users agree it preps skin for makeup application
- 91% of users agree it blurs and smooths skin
- 91% of users agree it blurs the appearance of pores
- 91% of users agree it provides a smooth base for foundation application

In an independent consumer study on 35 women, after 8 hours:
- 94% of users agree it improves the look of makeup
- 91% of users agree it made foundation look fresh longer
- 89% of users agree it extends the wear of makeup



Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
P480606,goop,goopglow Cloudberry Exfoliating Jelly Cleanser,Cleansers,Face Wash & Cleansers,$35.00,Size: 4 oz/ 120 mL,https://www.sephora.com/productimages/sku/s2535979-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,424,"Item 2535979
What it is: A clinically tested gentle exfoliating cleanser with a unique foamless jelly texture that thoroughly removes impurities and softens skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dullness, Uneven Texture, and Oiliness

Formulation: Scrub

Highlighted Ingredients:
- Tropical Fruit Enzymes (Papaya and Pineapple) and Natural Exfoliants from Bitter Orange Peel: Gently exfoliate to soften skin and visibly refine texture.
- Sustainable Apple-Saccharide Superfood Complex: Replenishes hydration and draws in water to leave skin looking dewy.
- Arctic Cloudberry and Sugar-Derived Squalane: Help skin retain moisture with rich levels of antioxidants and omega fatty acids.

Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: Formulated with fruit enzymes, a physical exfoliant derived from orange peels, and Arctic cloudberry and apple for soothing hydration, this multitasking cleanser thoroughly removes impurities, leaving skin silky smooth and visibly radiant. Its innovative jelly-hybrid formula is gentle enough for everyday use.

Clinical Results: In an immediate third-party consumer-perception study of 32 women between the ages of 25 and 55, after 1 use:
- 100% agreed it gently yet effectively cleansed skin
- 97% agreed skin felt smoother
- 97% agreed skin was left feeling refreshed

In a third-party consumer-perception study of 32 women between the ages of 25 and 55, after 7 days of use:
- 100% agreed it removed flaky, dry skin
- 97% agreed it helped wash away excess sebum
- 91% agreed skin looked more glowing and luminous


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
P417116,La Mer,The Body Crème,Body Moisturizers,Body Lotions & Body Oils,$325.00,Size: 10 oz/ 296 mL,https://www.sephora.com/productimages/sku/s1932474-main-zoom.jpg?imwidth=160,29,"Item 1932474
What it is: A rich body cream that comforts and renews by saturating skin with long-lasting, complete hydration, leaving skin feeling cushioned and smoothed.

Skin Type: Dry

Skincare Concerns: Dryness

Formulation: Cream

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

What Else You Need to Know: Like a nurturing seaweed wrap, this rich body cream rescues dry skin with long-lasting, thorough hydration. Crafted with La Mer’s Blue Algae Lift Ferment™, this treatment helps promote an overall firmer look and feel. Skin is calmed as it is enveloped in the soothing benefits of the sea.
Show less",,
P448546,Dr. Barbara Sturm,Darker Skin Tones Enzyme Cleanser,Cleansers,Face Wash & Cleansers,$80.00,Size: 2.6 oz/ 75 g,https://www.sephora.com/productimages/sku/s2270189-main-zoom.jpg?imwidth=160,11,"Item 2270189
What it is: A cleanser that is an enzymatic cleansing and exfoliating foam which removes dead, dry and rough skin, makeup, and excess sebum from pores.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Pores, Dryness, and Blemishes

Formulation: Scrub

Highlighted Ingredients:
- Enzyme Subtilisin: Removes dry and rough skin cells.
- Enzyme Lipase: Frees the skin from excess sebum/oil.
- Ascorbic Acid: Hydrates, refreshes, and helps firm the skin.

Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free.

What Else You Need to Know: Infused with vitamin C and enzymes, the Darker Skin Tones Enzyme Cleanser provides a deep yet gentle cleanse and exfoliation. Complexion will appear more radiant and refined as it helps skin to absorb active ingredients and stay hydrated.

As an aesthetic doctor with a background in anti-inflammatory medicine, Dr. Sturm is committed to treating the skin with scientifically-proven ingredients and non-aggressive natural extracts. The three pillars of Dr. Barbara Sturm Molecular Cosmeticshydration, boosting the skin’s natural barrier function, and reducing the visible signs of irritationhelp to promote healthy skin that glows from within over time.
Show less",,
P474968,NuFACE,NuFACE® Hydrating Aqua Gel,Treatments,Face Serums,$55.00,Size: 3.3 oz/ 97 mL,https://www.sephora.com/productimages/sku/s2495604-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,30,"Item 2495604
What it is: A hydrating serum gel to deliver microcurrent from your device to the facial muscles, while leaving skin hydrated for up to 24 hours.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness

Formulation: Gel

Highlighted Ingredients:
- IonPlex™: Comfortably delivers microcurrent to your skin for optimal, pro-level, visible results.
- Hyaluronic Acid: Attracts and holds up to 1,000 times its weight in water, helping your skin appear plump, smooth, and hydrated.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.

What Else You Need to Know: Microcurrent primer gets an upgrade! An essential pairing for your NuFACE® device, this hydrating serum is a lightweight microcurrent delivery gel, powered by IonPlex®, to conduct microcurrent from your device to the skin while delivering a thirst-quenching hit of hydration. 


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
P511984,The Ordinary,Balancing & Clarifying Serum for Oily Skin and Pore Refinement,Treatments,Blemish & Acne Treatments,$19.90,Size: 1 oz / 30 ml,https://www.sephora.com/productimages/sku/s2768075-main-zoom.jpg?imwidth=160,839,"Item 2768075
What it is: A multi-active solution to reduce skin congestion, visibly improve uneven texture, minimize the look of excess shine, and improve pore appearance for clearer-looking skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Pores, Uneven Texture, and Acne and Blemishes

Highlighted Ingredients:
- Sarcosine and L-Carnitine: Reduce the appearance of oiliness and shine.
- Adenosine: Visibly minimizes pores and texture.
- N-Acetylglucosamine (NAG): Targets congestion and uneven skin tone.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, and cruelty-free.

What Else You Need to Know: This serum addresses uneven texture, smoothing the look of skin, while visibly reducing post-acne marks and promoting radiance for a clearer, brighter complexion.

Clinical Results: In a clinical test on 30 people, applied twice weekly for 6 weeks:
- Skin was visibly clearer in 1 week
- The serum reduced signs of congestion, including the look of pores, excess oil, and uneven skin texture
Show less",,
P481371,RANAVAT,Hydrating Rose Cream Cleanser for Dry Skin,Cleansers,Face Wash & Cleansers,$45.00,Size: 3.4 oz/ 100 mL,https://www.sephora.com/productimages/sku/s2564193-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,182,"Item 2564193
What it is: A hybrid, cream-to-milk cleanser formula that gently dissolves makeup, absorbs excess oil, and addresses impurities.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Dullness, and Acne and Blemishes

Formulation: Lightweight Cream

Highlighted Ingredients:

- Damask Rose: Combats blemishes while providing relief and soothing properties.
- Manjistha: Targets free radicals from external environmental stressors.
- Sesame Seed: Intensely hydrates to maintain a supple, healthy, and glowing appearance.

Ingredient Callouts: This product is vegan and cruelty-free.

What Else You Need to Know: This nourishing cleansing cream is powered by manjistha, an Ayurvedic herb known as ""the apex of superfoods"" for its ability to cleanse and remove impurities from the skin’s surface.



Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
P503992,MARA,Chia + Moringa® Algae Enzyme Cleansing Oil,Cleansers,Face Wash & Cleansers,$58.00,Size: 4 oz / 120 mL,https://www.sephora.com/productimages/sku/s2633147-main-zoom.jpg?pb=allure-2024-bestofbeauty&imwidth=160,462,"Item 2633147
What it is: A gentle, exfoliating cleansing oil with fruit enzymes, chia, and squalane that effortlessly removes makeup, SPF, and grime, leaving skin hydrated and glowing.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Redness, and Dullness

Formulation: Oil

Highlighted Ingredients:
- Pumpkin, Pineapple, Papaya, and Grapefruit Enzymes: Skin-smoothing fruit enzymes gently exfoliate and visibly brighten dull skin.
- Squalane, Chia, and Moringa: Act as superfood hydrators that are rich in nutrients and omegas.
- Spirulina and Kelp: Boost hydration and nourish skin for a superclean feeling.

Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: This active, oil-based cleanser visibly brightens, hydrates, and is gentle enough to use daily. Formulated for all skin types, this skin-smoothing formula floods complexions with chia, squalane, moringa, and algae for effortlessly clean skin that glows.




Products formulated without certain ingredients, including parabens, sulfates, phthalates, and mineral oils, from brands that have met our specific criteria for ingredient sourcing and formulation, packaging, environmental commitments, and consumer transparency. Learn more here.

This product is an Allure Best of Beauty award winner.
Show less",,
P502997,Peace Out,Salicylic Acid Acne Treatment Serum,Treatments,Blemish & Acne Treatments,$36.00,Size: 1 oz / 30 ml,https://www.sephora.com/productimages/sku/s2734747-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,307,"Item 2734747
What it is: An acne-fighting serum that contains highly potent 2% salicylic acid to target, treat, and prevent breakouts in 24 hours.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Pores, Acne and Blemishes, and Oiliness

Highlighted Ingredients:
- 2% Salicylic Acid: Clears acne blemishes and prevents new ones from forming.
- Niacinamide and Vitamin C: Brightens the look of dark spots and evens the skin's appearance.
- Triluronic Acid: A powerful soothing hydrator that keeps skin moisturized and calm.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, coal tar, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: Cancel breakouts in 24 hours! Featuring 2% Salicylic Acid, this active-packed serum helps eliminate & prevent acne blemishes. The lightweight, soothing formula contains Niacinamide & Vitamin C to reduce the look of post-breakout discoloration & Zinc to help minimize excess oil.

Clinical Results: In a consumer study:
- 100% of participants said it didn't leave their skin feeling sensitive or irritated after using for two weeks
- 97% of participants said their skin looked more clear after using this product for one week
- 85% of participants said it helped treat and heal blemishes after 24 hours


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less",,
